komentar,label,label_prediksi
padahal udah tulis gmail sama pasword tetep gak,negatif,negatif
iklan banget banget lama banget,negatif,negatif
bagus,positif,positif
the best apk,positif,negatif
mantap,positif,positif
aplikasi gaje premium,negatif,negatif
mau nonton anime doang wajib premium kocak kocak,negatif,negatif
apa sih dah akun cobain gak mau masuk,negatif,negatif
aplikasi baik seru banget nontonnya,positif,positif
aplikasi sampah baru masuk web bisa saldo dana potong mana hasil keringat sendiri tu cari,negatif,negatif
udh pake imail bener sampe liat google beberapa kali gk login benerin,negatif,negatif
gk masuk,negatif,negatif
minus lama bgtt menginstal padahal kuota penuhh and sinyak buanyakk,positif,negatif
go worth it sih mending aplikasi belah inisial logo tv sini semua hampir semua anime premium,negatif,negatif
aplikasi ee,negatif,negatif
terlalu banyak iklan,negatif,negatif
aplikasi pelit,negatif,negatif
maksud coba gratis hari apa bayar hari pas awal gratis,negatif,negatif
nice app,positif,positif
gabisa masuk gob,negatif,negatif
mau login susah bet ajg ain fitur login sekali klik napa,negatif,negatif
in my opinion please add indonesian subtitlesmany animes do not have indonesian language this is my opinion thank you,positif,positif
mantap,positif,positif
thanks for the game crunchyroll happy,positif,positif
masuk susahhhhh,negatif,negatif
ngapasih tetep enggak login padahal katasandi udah bener loh nyebelin banget sih orang niat nonton anime malah enggak login,negatif,negatif
kurang bagus cuy,negatif,positif
no one punch man,positif,positif
gak yosuga no sora,positif,negatif
masalah subtitle kadang subtitle indonesia kadang gaaa banyak gaa ad sii,negatif,positif
kurang lengkap anime gk sub indo,negatif,negatif
banyak anime baru rilis populer jadi ga suka,negatif,negatif
apk bagus minus harga bulanya sedikit lebih mahal bstasion,positif,positif
sangat bagus,positif,positif
aplikasi bayar padahal anime udah tamat,negatif,negatif
ghae,positif,positif
overall this apk great but can you add quality setting in android tv cuz not everyone use wifi and celular data will ran out so fast,positif,positif
banyak premium ny,negatif,negatif
cant create account,negatif,positif
susah login jing padahal email ama kta sndi bener ttp ga masuk,negatif,negatif
good but not all have indonesian subtitles,positif,positif
please add indonesian subtitle so we can understand better,positif,positif
gimana cara login sih tol ribet amet pake akun google beda salah gimana,negatif,negatif
tdk pernah selesai,negatif,positif
vip,negatif,negatif
sering jadi freeze playback dah beli premium not worth,negatif,negatif
sub indonesia,negatif,positif
kasih sub indo,positif,negatif
tambahin subtitle indonesia semua film series klo sm dubbingnya,positif,positif
pelit kikir dasar kwontol mati kau mending aplikasi belah pelit banget jangan nonton sini nyesal asli jangan download anime gak komplit moga aplikasi bangkrut aminnnn,positif,negatif
alhamdulillah semua oke subtittlenya kadang gak muncul beberapa scene baik,positif,negatif
bagus banget cot buat nonton soal jd tampil bersih,positif,positif
coba kasih subtitle indonesia biar lebih banyak minat,negatif,positif
nice mantapp,positif,positif
rahisi login cokkk,negatif,negatif
please add more anime like in europe region,positif,positif
lumayan station,negatif,positif
jangan didownload terlalu banyak iklan iklanya detik semua ga skip,negatif,negatif
kikir mau nonton apa kocag klo semua premium lucu,negatif,negatif
mantap,positif,positif
episode one piece premium kurang episode chapternya,negatif,negatif
mohon tambah sub kategori film biar gampang kalau mau cari film crunchyroll,positif,positif
apa password,negatif,negatif
subtitle indonesia gak semua anime banyak iklan dikit sitonton bayar lebih bagus bilibili lengkap gak iklan,negatif,negatif
udah tulis email sandi kali kali invalid jadi,negatif,negatif
hoooo udah kasi bener salah mulu hoooo kalo mau buat aplikasi bener hoooo tolol kalo gak bikin aplikasi gak usah bikin,negatif,negatif
mau login doang banyak drama,negatif,negatif
aplikasi keren suka lebih bagus dri bstation sini akun premium lebih murah,positif,negatif
aplikasi tipu daftar pakai akun google pass akses hati yg mau download apk mau data,negatif,negatif
apk udah,negatif,negatif
apk stream burik,negatif,negatif
aplikasi taiii,negatif,negatif
apk premium jelek,negatif,negatif
boycott,negatif,positif
mau nonton premium semua konntttt,negatif,negatif
lebih bagus fitur bestation,negatif,positif
taik anjing inimah sama nonton iklan bukan nonton anime asu,negatif,negatif
no baki cmon,negatif,positif
aplikasi buruk,negatif,negatif
please add blue lock haikyu and others that are not there yet,positif,positif
anime ngak lengkap,negatif,negatif
halah scam kata premium gratis pret,negatif,negatif
ga alesan,positif,negatif
why is there only popular animes dawg and half of it is just premium,negatif,negatif
cc lot,negatif,negatif
cant even use the app,negatif,positif
ni login dah failed mulu,negatif,negatif
anime sinbad ga aada auto apus,negatif,negatif
nyedot kuota banyak bgt,positif,negatif
banyak subtitle telat,negatif,negatif
kikir,negatif,negatif
gk masuk sama sekali masuk kan akun kali kali tetap valid padahal benar loh udh buat,negatif,negatif
buruk,negatif,negatif
jangan download guys aplikasi langsung nyedot uang dana kamu uang sedot jir padahal kaga beli,negatif,negatif
apk parah nyedot kuota ga kira eps blom habis nyedot data gb lebih,negatif,negatif
download cuma buat nonton ghost stories dub english,positif,positif
najis premium,negatif,negatif
gausah instal,negatif,positif
bnyk btl iklan ny,negatif,negatif
gk nime yozakura family sih padahal view anime banyak masa gk aplikasi,negatif,negatif
buriq,negatif,negatif
iklannyaa ga ngotak ga usah download,negatif,negatif
info deskripsi sub indo video play malah ga kecewa subtitle ga sinkron gmn sih bikin aplikasi,negatif,negatif
banyak anime subtitle cc bahasa indonesia join premium pakai beberapa baru sadar semua anime sini takarir indonesia beberapa pilih anime lengkap overlord orb on the movement of the earth banyak yg alhasil ku batal langgan untung free trial jadi pungut biayatolong lengkap animenya buat semua takarir indonesia,negatif,positif
iklan kebnykan,negatif,negatif
iklan terlalu banyak kalo sekali iklan jangan banyak banget iklan banyak banget,positif,negatif
gimana sih daftar kan suruh login masukin email sama kata sandi pas udah dimasukin nyata salah padahal betul loh email sama kata sandi gak masuk yah jelas,negatif,negatif
terlalu sulit masuk dalam aplikadi,negatif,negatif
sorry jelek banget iklan ngeganggu banget masa satu kali iklan jenis iklan total durasi menit satu episode iklan lewat tiga kali total seluruh iklan jadi menit udah kayak nonton satu episode anime cepat skip open song sama close song baru nonton satu episode anime dah hapus aplikasi,negatif,negatif
kece,positif,positif
subtitle selalu delay sinkron cakap karakter bayar mahal beli premium sial,negatif,negatif
tulis nonton gratis malah lanjut premium,negatif,negatif
gak asik ach sub gak ind,negatif,negatif
ga bsa masuk meski email pasword masuk benar,negatif,negatif
bagus,positif,positif
arise,positif,positif
hei kalian buat aplikasi mau tanya judul anime tulis telusur cari anime judul kinos journey the beautiful world anime sebut muncul benarbenar sesuai bukan crunchyroll merupan aplikasi nonton anime baik sangat buruk anime anime sesuai telusur,negatif,negatif
rugi langgan harga langgan lebih mahal bstation animenya dikit subtitle indonesia dikit banget subtitle indonesia sering telat sama video animenya paling bikin emosi waktu episode anime baru rilis subtitle indonesia gk langsung nunggu lama minggu dulu baru subtitle indonesia platform gk kayak gin loh bahkan lebih recommended langgan netflix,negatif,negatif
apasih ga daftar anj,negatif,negatif
gk jeles ni apk,negatif,negatif
login pdhl udah pake email sama password sesuai,negatif,negatif
mau login susah sih,negatif,negatif
nyari anime apa muncul apa aneh apk gajelas atim,negatif,negatif
dasarrrr yg buat sudh masuk email yg bener passwors yg bener ttp gagal udh ganti email ulang kali ttp gk jadi ksih bintang,negatif,negatif
bagus tahan,positif,positif
bodoooooh mau masuk banget pake pasword mending nonton anime animeplay situ lebih jelas bada sini kalo sana masukin email udah masuk sini udah masukin email masukin password silah masuk password dasar gajelas bangeet gak pantas download,negatif,negatif
alpikasi bayar ga usah donwload cuma isa nonton anime doang donghua ngak,negatif,negatif
ngeleg parah,negatif,negatif
aplikasi lumayan bagus kekuranganya yaiut anime cari naruto uzumaki,negatif,positif
bagus banget sedikit masalah nga jadwal tayang film baru kalau salah kan mohon maaf terimakasih,positif,positif
cukup sekali beli premium sini sumpah ngga iklas,negatif,negatif
slebew,negatif,positif
bahasa indonesia,negatif,negatif
rekomen banget nonton anime sini ful hd semuaa cocok buat mau latih bahasa inggris,positif,negatif
good,positif,positif
sangat baik,positif,positif
emg punya ku yg masalah ngk ak jg ngk tau padahal ak udh ksh kata sandi sm email yg benar tpi ngk terivikasi knp ngk mudah aj gitu langsung ad pilih masuk pake akun google knp hrs ad kek gitu rumit aj,negatif,negatif
punya jadi arab semua,positif,negatif
sampahh delay terus premium udah pake wifi udah resolusi gede nge lag teruss percuma tulis hd ttep ae buriq,negatif,negatif
ga ngotak jir masa satu episode lebih video iklan mana semua iklan hampir detik an mah bukan nonton anime nonton iklan iya tau gratis ngotak kalo video mah ngotak buat gratis turut terlalu serakah baik soal iklan kalo soal anime emang bagus soal semua anime hd cuma iklan banyak,negatif,negatif
sangat bagus,positif,positif
keren banyak subtitle bahasa indonesia terimakasih,positif,positif
lumayan cuma semua sedia bahasa indonesia kalau sesuai waktu tayang pertama terkadang satu minggu baru takarir bahasa indonesia,positif,negatif
jelekkkk,negatif,positif
banyak betul iklan there so many ad in this apk,negatif,negatif
dub gak sesuai gitu brok rugi bayar apk ampas gin,negatif,negatif
apk anime apa gabisa login padahal kata sandi udh bener malah ga,negatif,negatif
banyak,negatif,positif
aplikasi gak jelas admin suka nipu ngasih bintang rugi rasa,negatif,negatif
bagus,positif,positif
ngak login bagaat,negatif,negatif
premium asal mau nonton anime hampir semua pati premium mata uang buat kayak,negatif,negatif
udah masang gmail udah bener tetep salah nah terus beli premium iklan banyak banget keluar kayak keluar aplikasi sebentar doang langsung iklan padahal udah beli premium loh benerin,negatif,negatif
banyak anime premium jelek maaf bintang satu maaf gaperlu sih,negatif,negatif
kecewa berat ama ni apk masa bayar gak iklan udah mah lama,negatif,negatif
gak bahasa inggris ngapain download ngab,positif,negatif
technically hate the update about remove reviewing comment section why dont you make moderator instead of review section cuz everything about my rating etc all in there get delete for some reason well im done with this review its important personal so if you think deleted the review section its good why dont make moderator huh,negatif,positif
baik sih lengkap gak kaya belah,positif,negatif
apk guna masa mau nonton langgan dulu sdah gitu mahal mending nonton pakai website download apk kualitas,negatif,negatif
aplikasi ampas one piece doang premium lawak,negatif,negatif
annoying ads,negatif,negatif
do you feel proud,negatif,positif
baik,positif,positif
aplikasi sangat bagus segi jumlah anime tawar sangat senang walaupun sangat harus jadi premium tonton banyak anime aplikasi milik kualitas sangat baik berat saran tambah lebih banyak bahasa bagi subtitle seluruh aplikasi sangat saran crunchyroll aplikasi tonton anime bagus sekian,positif,positif
kagak jelas tiba tiba premium duit ilang padhal kagak pernah transaksi apk udah google aju refund ga bales,negatif,negatif
pakai vpn bikin lot,positif,negatif
bagus,positif,positif
super bagus lumayan mengangu iklan,positif,positif
anime cari ad,negatif,negatif
subtitle cant watch the anime want for example code geass maquia when the promise flower blooms and others subscription fees are expensive not worth what get,negatif,positif
aplikasi ribet jelek burik gk akhlak,negatif,negatif
mohon developer animenya jangan banyak region lock terus semua anime subtitle indonesia biar gk susah otak translatein subtitlenya,positif,positif
ngerekomendasiin no google pas download nyari anime nihil udh hapus aj afk rugi percaya,negatif,negatif
premium trus sinyal ngga bagus padahal buat game lancar buat gogling lancar,negatif,negatif
ga one piece,negatif,negatif
banyak iklan,negatif,negatif
mau nonton minta daftar premium,negatif,negatif
cant log in fake app,negatif,negatif
mantappp,positif,positif
apk ppk,negatif,negatif
apk nonton anime turut bagus banget,positif,positif
murah premium banyakin anime subtitle indonesia,positif,negatif
only for premium gratis mending cari yg,negatif,negatif
subtitle indo dikit udah gitu subtitle gk sinkron sama gera mulut suara anime bilang delay mahal member thanks,negatif,negatif
nice,positif,positif
ga masuk padahal sandi udah bener udah coba berkalikali tetep ga,negatif,negatif
kualitas video selalu padahal ganti bahkan,negatif,positif
mau nonton bayar semua ga nonton saranin jgn download,negatif,negatif
sumpah aplikasi paling paling buruk paling buruk paling buruk yg pernh download gak sesuai ekspetasi himbau download saranin jgn keburu nyesel mending bstation sumpah jelek buruk napa gc sekali iklan pakek durasi thn bro jangan mandangin orang punya hasil banyak bangkek gc beli premium bangkek sekali kali mandang orang gaji umran,negatif,negatif
iklan gak ngotak,negatif,negatif
aplikasi nonton anime paling worth it,positif,negatif
keren,positif,positif
iklan memnggangu,negatif,negatif
iklany gk ngotak banyak bngt sampe trs lg,negatif,negatif
develover mau masukin akun pas awal downlod mudahin susah banget mula,negatif,negatif
aplikasi aneh ngak login padahal uda betul email kasih masa bgak,negatif,negatif
semua anime premium udh premium ttp gk bagus,negatif,negatif
bagus tonton pakai bahasa indonesia cuman anime kurang lengkap mohon lengkap,positif,positif
jelak,negatif,positif
uda bayar premium tpi gada subtitelnya,negatif,negatif
subtitle aneh nyedot pulsa gaada notif anjg,negatif,negatif
capek jelasin,negatif,positif
apk lumayan kurang kurang gk sub undo harus sub indo tambah sub indo tonton paham,negatif,negatif
terlalu banyak premium smua episode premium smua masa one piece jg premium gk kayak bestation,negatif,negatif
login,negatif,negatif
iklan numpuk banget anj sampe lebih iklan video,negatif,negatif
developer kalau mau untung jangan gridi kalo mau untung batas masa semua anime kalo mau nonton premium premium kalau kayak gin cerita orang duit doang nonton terus gratis gimana banyak orang luar sana susah dapet uang jangan kayak gin iya tahu legal eksklusif gak gin kalo mau fitur premium adakan fitur misal resolusi lain,negatif,negatif
ga subtitle indonesia dasar apk jelek gak bahasa inggris woi,negatif,negatif
gaada anime one piece,negatif,positif
developer gk kalo gk premium semua,negatif,negatif
cant log in,negatif,negatif
resolusi video didownload makan terlalu banyak ruang pernah mendownload video menit ukuranya capai gb rasa aplikasi jalan optimal,negatif,negatif
nyoba download anime gk lengkap berak,negatif,negatif
login susah,negatif,negatif
banyak kurang anime sedikit kurang infogenre anim mau tonton pusing judul inggris nyari mayan sulit konten musik tak main pokony wajib unistal,negatif,negatif
aplikasi keren streamingnya gak lot banyak cc bahasa indonesia,positif,positif
maaf kasih bintang satu sd jadi bom pake premium kalo biasa kurang gak sama sama kalo mau nonton lihat iklan dulu tengah tengah iklan kan iklan gitu dapet adsense,negatif,negatif
apk lol,negatif,negatif
yuk yuk full takarir indonesia mw pindah dri bstation yg blom full sub indo,positif,positif
thank you now can watch my favorite shows,positif,positif
coding algoritma bagus tampil tema konsep film maupun kualitas grafik film jernih moga makin kembang crunchyroll,positif,positif
aksesoris susah masuk,negatif,negatif
gratis gak semua premium kalo kek gitu mending liat anaboy kocak kirain gratis anaboy enak cuma butuh sinyal kuat rilis lama bahasa indo gak anime gak lengkap kurang banget bikin fruztasi,negatif,negatif
gak usah didownload,negatif,negatif
bagus bnget apk paham,positif,positif
aplikasi buruk jangan download,negatif,negatif
aplikasi jelek ribet,negatif,negatif
bagus sih sayang kurang lengkap apk bagus,positif,positif
halo kak mendownload aplikasi crunchyroll kakak aplikasi bagus dubbing indo satu jadi masalah animenya kurang lengkap sedikit error contoh cari anime web tambah nama aplikasi crunchyroll link masuk gak tulis konten sedia tambah pulih anime kurang hapus kak masuk sekian,positif,positif
takarir bahasa indonesia batas kurang asik nonton,negatif,positif
lancar mudah guna,positif,positif
muas,positif,positif
soal serba premium jadi males,negatif,negatif
udah masukin email tetep gk,negatif,negatif
premium yakali,negatif,negatif
udah pakai email sama pasword gak,negatif,negatif
jelek sulit,negatif,negatif
suka banget sama path season tiap judul anime mudah buat bingung mau nonton judul anime darimana,positif,negatif
tagih terus,negatif,positif
pas mau login akun gk ku ganti akun google ku tetap tulis invalid,negatif,negatif
aplikasi bagus anime terlalu sedikit kurang sih,negatif,positif
jelek,negatif,negatif
good,positif,positif
apa premium,negatif,negatif
apa istimewa apps banyak anime ad,negatif,negatif
terlalu banyak iklan sampe gila cuman ngincar uang,negatif,negatif
apklnya mantap pokok rokemnded dehh,positif,positif
bagus,positif,positif
yeah you ruined it,negatif,positif
apk tolol email password udh bener ga login,negatif,negatif
vms gksks wkwk,negatif,positif
tv sangat bagus,positif,positif
tambah subtitle indonesia,positif,positif
iklan gak kira kira,negatif,negatif
apknya bagus bngt banyak pilih genre nonton beberapa anime yajlng tonton offline nonton jjk jujutsu kaisen lain pokok apk ku rekomendasi bngt,positif,positif
benar kata semua devoloper,positif,negatif
gak login padahal cara udh bener kesel,negatif,negatif
this application is good and complete but something is missing there is no indonesian subtitle please fix it,positif,positif
premium,negatif,negatif
apk gaje masa one piece premium anehh,negatif,negatif
lebih mahal suu,negatif,negatif
abis download buka abis langsung hapus apk ga recomended,negatif,negatif
pls banyak iklan ny co gk skip aagh walaupun bagus sih video ny gk suka,negatif,negatif
aplikasi bagus banget suka sekali terimakasih developer buat apk,positif,positif
dasar crunchyroll kikir,negatif,negatif
good please add bahasa indonesia subtitle my english kinda bad so when watching anime that have eng sub im having trouble to understand,positif,positif
susah loginnya,negatif,negatif
mau login gagal bilang invalid password baru password karna lupa tetap gak,negatif,negatif
jumlah anime lengkap masa kelas hunter hunter ga,negatif,negatif
aot is the best anime of the year but you dont know,negatif,positif
aplikasi gak,negatif,negatif
tunggu duit mimin mau beli premium,positif,negatif
seru banget,positif,positif
jdnya gada kimetsu,negatif,negatif
ngotak dikit ngasih iklan masa iklan durasi iklan detik,positif,negatif
gak masuk padahal emali benar,negatif,negatif
ngapain collab sama gamefam sih anjjjjjj aa jadi ilang arghhhhh collab cari tau dulu gamefam tu dev terburukk anj liat game hasil collab yg main banyak yg dislike banyak org dah keluarin uang game aa afx tambah apa nasib konten creator aa kalo sampe aa bener hapus aa anime adventutes game milliar visit,negatif,negatif
beberapa anim ga pas cari anime boku no kokuro malah anim,positif,negatif
ampas banget apk nyari anime nanatsu no taizai gak developer apk jangan pake bahasa inggris pusing nyari tolol,negatif,negatif
bintang game yohane,positif,positif
please baik terjemah bahasa indonesia kasih bintang dulu,negatif,positif
simpan berkas pemberitahuan,negatif,positif
sangat bagus sekali jadi nonton anime hari,positif,positif
banyak iklan susah akses,negatif,negatif
good need more anime,positif,positif
uang ribu hilang potong aplikasi padahal download sama sekali,negatif,negatif
sangat bagus sekali,positif,positif
mau lanjutin opisode udh gk video,positif,negatif
ga jelas,negatif,negatif
suruh bayar aplikasi apa mending jangan download,negatif,negatif
udah ubah email mas salah terus,negatif,negatif
baru mau nonton udah kali iklan lewt,positif,negatif
zejauh baguz mabtao,positif,positif
nontonnya banyak premium jadi bayar iklanya banyak,negatif,negatif
guna percuma download kalau mau nonton bayar mending download,negatif,negatif
burik asw,negatif,negatif
bagus buat baca cerita manga cerita cerita seru lai,positif,positif
bikin makin kesel login susah banyak lag sering keluar apk sendiri baik mas untung kasi bintang sial,negatif,negatif
lengkap bapak mu cari one piece gak sama jujutsu kaisen padahal web kata pasa search gak bayar buat nonton anine lengkap,negatif,negatif
ga sub indo,negatif,negatif
login susah,negatif,negatif
aplikasi goblk tlol kontl,negatif,negatif
ubah nyata yg pilih dub eng pantes gak subtitle indonesia,positif,negatif
apk ga jelas afk sampah jual,negatif,negatif
aplikasi anjg gk selesai loading bngzd,negatif,negatif
lengkap coii,positif,positif
mantap,positif,positif
banyak iklan gerammmmmmmm,negatif,negatif
gabisa download,negatif,negatif
